source N,minimum,maximum,mean,population SD,sample SD,min-max minimum,min-max maximum,z-score mean,z-score population SD,z-score minimum,z-score maximum
4349,67.0,4983.0,810.8167394803403,585.506098858695,585.5734254959392,0.0,1.0,1.6338071643138656e-17,0.9999999999999999,-1.2703825646397777,7.125772504594468
